date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated,daily_vaccinations
2021-01-19,Michigan,483592,773750,417228,62780,36558
2021-01-20,Michigan,508607,1031100,434402,70535,31013
2021-01-21,Michigan,548844,1059275,463917,81014,31658
2021-01-22,Michigan,595454,1094275,497958,92473,33039
2021-01-23,Michigan,652661,1095675,536228,105890,36947
2021-01-24,Michigan,695273,1095675,573167,111243,38769
2021-01-25,Michigan,727437,1095675,599665,116840,39100
2021-01-26,Michigan,742270,1289025,611090,119962,36954
2021-01-27,Michigan,772031,1352100,629437,131282,37632
2021-01-28,Michigan,814416,1359700,659118,143757,37939
2021-01-29,Michigan,866663,1361500,695236,159723,38744
2021-01-30,Michigan,922423,1362600,734903,175117,38537
2021-01-31,Michigan,977030,1362600,772944,190777,40251
2021-02-01,Michigan,1005544,1362600,794391,197770,39730
2021-02-02,Michigan,1015483,1608250,801811,200265,39030
2021-02-03,Michigan,1042268,1629000,814362,214234,38605
2021-02-04,Michigan,1078808,1634000,835524,229373,37770
2021-02-05,Michigan,1134175,1639575,866766,252963,38216
2021-02-06,Michigan,1193181,1639575,896162,282345,38680
2021-02-07,Michigan,1251940,1639575,924494,312240,39273
2021-02-08,Michigan,1282375,1639575,938279,328801,39547
2021-02-09,Michigan,1309883,1846625,950705,343580,42057
2021-02-10,Michigan,1358924,1865325,971480,371358,45237
2021-02-11,Michigan,1412047,1895500,997466,398177,47606
2021-02-12,Michigan,1465627,1896800,1023114,425663,47350
2021-02-13,Michigan,1537856,1919675,1061320,459336,49239
2021-02-14,Michigan,1604973,1919975,1096479,490997,50433
2021-02-15,Michigan,,,,,49802
2021-02-16,Michigan,1657007,2134425,1124024,515237,49589
2021-02-17,Michigan,1680901,2146125,1136393,526520,45997
2021-02-18,Michigan,1718790,2174800,1155117,545553,43820
2021-02-19,Michigan,1833886,2270370,1223696,591771,52608
2021-02-20,Michigan,1884038,2279240,1247602,617751,49455
2021-02-21,Michigan,1933648,2279240,1267083,647617,46954
2021-02-22,Michigan,1972201,2279240,1282233,670899,48744
2021-02-23,Michigan,1985511,2448580,1288410,677980,46929
2021-02-24,Michigan,2044496,2629540,1318237,705514,51942
2021-02-25,Michigan,2103114,2672490,1341024,740415,54903
2021-02-26,Michigan,2165950,2679290,1375347,768464,47438
2021-02-27,Michigan,2245696,2704700,1419544,803702,51665
2021-02-28,Michigan,2318415,2704700,1465524,830176,54967
2021-03-01,Michigan,2357259,2704700,1487953,846505,55008
2021-03-02,Michigan,2389534,3103600,1509687,856892,57718
2021-03-03,Michigan,2423899,3148950,1534341,866351,54200
2021-03-04,Michigan,2476796,3179160,1562258,890515,53383
2021-03-05,Michigan,2555112,3290960,1614480,916288,55595
2021-03-06,Michigan,2637353,3363430,1671541,940722,55951
2021-03-07,Michigan,2716893,3363430,1726299,964944,56925
2021-01-12,Minnesota,162240,453200,152280,9798,
2021-01-13,Minnesota,165355,511200,154767,10426,3115
2021-01-14,Minnesota,179684,516800,161507,,8722
2021-01-15,Minnesota,198253,519600,170273,27799,12004
2021-01-16,Minnesota,,,,,12333
2021-01-17,Minnesota,,,,,12531
2021-01-18,Minnesota,,,,,12662
2021-01-19,Minnesota,251535,519600,209118,42116,12756
2021-01-20,Minnesota,252548,595775,209862,42384,12456
2021-01-21,Minnesota,259417,652350,213102,46008,11390
2021-01-22,Minnesota,278234,677100,223957,53940,11426
2021-01-23,Minnesota,305297,680700,240009,64768,13389
2021-01-24,Minnesota,321180,680700,252927,67716,13755
2021-01-25,Minnesota,346864,680700,273973,72266,15521
2021-01-26,Minnesota,360442,689450,287195,72622,15558
2021-01-27,Minnesota,375395,787875,298902,75844,17550
2021-01-28,Minnesota,403640,801775,315664,87269,20603
2021-01-29,Minnesota,440350,834550,340311,98634,23159
2021-01-30,Minnesota,485850,837550,376632,107528,25793
2021-01-31,Minnesota,518744,837550,402715,114255,28223
2021-02-01,Minnesota,546330,837550,425546,118959,28495
2021-02-02,Minnesota,552701,824450,431172,119631,27466
2021-02-03,Minnesota,552701,919975,431172,119631,25329
2021-02-04,Minnesota,634453,931500,459716,131728,32973
2021-02-05,Minnesota,634453,934400,459716,131728,27729
2021-02-06,Minnesota,703366,950250,509608,150576,31074
2021-02-07,Minnesota,729088,950250,528537,157277,30049
2021-02-08,Minnesota,745290,950250,541133,160794,28423
2021-02-09,Minnesota,745290,975850,541133,160794,27513
2021-02-10,Minnesota,745290,1058225,541133,160794,27513
2021-02-11,Minnesota,754262,1121000,575084,176482,17116
2021-02-12,Minnesota,787006,1129850,595334,188872,21793
2021-02-13,Minnesota,831483,1130550,622541,205958,18302
2021-02-14,Minnesota,870743,1132350,643627,224005,20236
2021-02-15,Minnesota,,,,,20646
2021-02-16,Minnesota,908875,1165050,669293,236228,23369
2021-02-17,Minnesota,925182,1165050,681366,240414,25699
2021-02-18,Minnesota,957275,1200250,696510,257283,29002
2021-02-19,Minnesota,1051784,1269275,754315,293643,37825
2021-02-20,Minnesota,1097316,1284150,772141,321228,37976
2021-02-21,Minnesota,1136840,1284150,788468,344300,38014
2021-02-22,Minnesota,1138309,1284150,788885,345351,35500
2021-02-23,Minnesota,1170259,1345050,800484,365627,37341
2021-02-24,Minnesota,1189101,1520290,810528,374323,37703
2021-02-25,Minnesota,1218799,1547920,824500,389777,37361
2021-02-26,Minnesota,1261762,1590390,847014,409927,29997
2021-02-27,Minnesota,1322288,1599790,882110,435199,32139
2021-02-28,Minnesota,1393985,1599790,934903,454008,36735
2021-03-01,Minnesota,1429631,1599790,956172,468222,41617
2021-03-02,Minnesota,1443875,1653440,963900,474714,39088
2021-03-03,Minnesota,1477533,1817920,985742,486432,41205
2021-03-04,Minnesota,1512877,1861010,1005910,501368,42011
2021-03-05,Minnesota,1562547,1952000,1035471,521381,42969
2021-03-06,Minnesota,1627997,1953700,1077274,544905,43673
2021-03-07,Minnesota,1681447,1953700,1113723,561546,41066
2021-01-12,Mississippi,54544,212050,45733,4832,
2021-01-13,Mississippi,61289,218825,51588,5722,6745
2021-01-14,Mississippi,71848,219800,64654,,8652
2021-01-15,Mississippi,84328,233550,75885,8396,9928
2021-01-16,Mississippi,,,,,9274
2021-01-17,Mississippi,,,,,8881
2021-01-18,Mississippi,,,,,8620
2021-01-19,Mississippi,113572,233550,103946,9545,8433
2021-01-20,Mississippi,122586,307950,112525,9979,8757
2021-01-21,Mississippi,136691,334800,124931,11567,9263
2021-01-22,Mississippi,150524,346400,136902,13423,9457
2021-01-23,Mississippi,150524,358100,136902,13423,8412
2021-01-24,Mississippi,177636,358100,161507,15918,11241
2021-01-25,Mississippi,180960,358100,164715,16034,10671
2021-01-26,Mississippi,182013,372050,165668,16134,9777
2021-01-27,Mississippi,190239,396550,172522,17499,9665
2021-01-28,Mississippi,201247,418050,181550,19475,9222
2021-01-29,Mississippi,212748,425000,191145,21354,8889
2021-01-30,Mississippi,222487,425000,199419,22816,10280
2021-01-31,Mississippi,236401,425000,211689,24455,8395
2021-02-01,Mississippi,238859,425000,213525,25077,8271
2021-02-02,Mississippi,240125,438100,214460,25408,8302
2021-02-03,Mississippi,250905,484850,222860,27786,8667
2021-02-04,Mississippi,250905,494975,222860,27786,7094
2021-02-05,Mississippi,275884,495950,238039,37572,9019
2021-02-06,Mississippi,300464,515450,252569,47607,11140
2021-02-07,Mississippi,321032,515450,264586,56140,12090
2021-02-08,Mississippi,327429,515450,267797,59325,12653
2021-02-09,Mississippi,329079,536625,268534,60237,12708
2021-02-10,Mississippi,345507,570075,277287,67829,13515
2021-02-11,Mississippi,365400,601625,286055,78802,16356
2021-02-12,Mississippi,386333,609025,296066,89697,15778
2021-02-13,Mississippi,407723,613900,303627,103462,15323
2021-02-14,Mississippi,427198,614100,312244,114284,15167
2021-02-15,Mississippi,,,,,15050
2021-02-16,Mississippi,438364,614100,318006,119684,15612
2021-02-17,Mississippi,438364,614100,318006,119684,13265
2021-02-18,Mississippi,438364,616050,318006,119684,10423
2021-02-19,Mississippi,474304,647825,341669,131916,12567
2021-02-20,Mississippi,481424,650750,345108,135591,10529
2021-02-21,Mississippi,491117,650750,349797,140550,9131
2021-02-22,Mississippi,499055,650750,353710,144566,9468
2021-02-23,Mississippi,505655,720795,357173,147697,9613
2021-02-24,Mississippi,525462,767265,365775,158823,12443
2021-02-25,Mississippi,525981,801035,365958,159155,12517
2021-02-26,Mississippi,567276,842935,384467,181808,13282
2021-02-27,Mississippi,593453,869955,398360,193966,16004
2021-02-28,Mississippi,619251,869955,411215,206850,18305
2021-03-01,Mississippi,637116,869955,419824,216072,19723
2021-03-02,Mississippi,646440,898945,425124,220081,20112
2021-03-03,Mississippi,665772,942435,435977,228512,20044
2021-03-04,Mississippi,685610,1005145,446777,237488,22804
2021-03-05,Mississippi,710560,1059665,461315,247826,20469
2021-03-06,Mississippi,736826,1067855,479390,255966,20482
2021-03-07,Mississippi,764699,1067855,497719,265467,20778
2021-01-12,Missouri,161784,485175,107939,22155,
2021-01-13,Missouri,161784,526425,107939,22155,0
2021-01-14,Missouri,175314,528300,145521,,6765
2021-01-15,Missouri,190447,528800,153664,36525,9554
2021-01-16,Missouri,,,,,10029
2021-01-17,Missouri,,,,,10313
2021-01-18,Missouri,,,,,10503
2021-01-19,Missouri,236254,528800,189793,45368,10639
2021-01-20,Missouri,244476,572125,193867,49330,11813
2021-01-21,Missouri,265382,621200,205217,58782,12867
2021-01-22,Missouri,285697,657700,217597,66699,13607
2021-01-23,Missouri,291723,661400,221849,68466,12832
2021-01-24,Missouri,317737,661400,242937,73248,14912
2021-01-25,Missouri,335695,661400,258298,75823,15842
2021-01-26,Missouri,340273,665300,262230,76467,14860
2021-01-27,Missouri,358150,750175,276990,79526,16239
2021-01-28,Missouri,382552,822850,294872,85827,16739
2021-01-29,Missouri,408441,834700,313161,92389,17535
2021-01-30,Missouri,408441,835400,313161,92389,16674
2021-01-31,Missouri,444384,835400,340708,100237,18092
2021-02-01,Missouri,462202,835400,355387,103241,18072
2021-02-02,Missouri,466406,824100,358762,104063,18019
2021-02-03,Missouri,482112,904250,371382,106842,17709
2021-02-04,Missouri,505207,945850,388692,112106,17522
2021-02-05,Missouri,536188,957550,412990,118308,18250
2021-02-06,Missouri,583949,961525,448830,129273,25073
2021-02-07,Missouri,625152,961525,477412,141134,25824
2021-02-08,Missouri,643439,961525,490686,146137,25891
2021-02-09,Missouri,646863,962500,492766,147466,25780
2021-02-10,Missouri,669658,1021500,507801,154987,26792
2021-02-11,Missouri,694992,1058775,524638,163157,27112
2021-02-12,Missouri,717483,1116475,537256,172953,25899
2021-02-13,Missouri,806902,1129875,592128,205645,31850
2021-02-14,Missouri,848026,1129975,613292,225467,31839
2021-02-15,Missouri,,,,,31435
2021-02-16,Missouri,878941,1138575,630838,238767,33154
2021-02-17,Missouri,892006,1138675,637707,244879,31764
2021-02-18,Missouri,915475,1144775,646707,259295,31498
2021-02-19,Missouri,1014248,1222875,708969,295456,42395
2021-02-20,Missouri,1042872,1275555,723937,308971,33710
2021-02-21,Missouri,1083721,1275555,736999,336446,33671
2021-02-22,Missouri,1103908,1275555,745007,348584,34346
2021-02-23,Missouri,1110913,1315095,747804,352782,33139
2021-02-24,Missouri,1137233,1519205,759724,366980,35032
2021-02-25,Missouri,1167787,1527195,772358,384758,36045
2021-02-26,Missouri,1213449,1670085,802802,399851,28457
2021-02-27,Missouri,1278087,1694635,834145,432728,33602
2021-02-28,Missouri,1279404,1694635,835208,432982,27955
2021-03-01,Missouri,1375027,1694635,894338,464382,38731
2021-03-02,Missouri,1384067,1709605,901269,466460,39022
2021-03-03,Missouri,1415806,1848525,921875,477486,39796
2021-03-04,Missouri,1458439,1900855,945839,495859,41522
2021-03-05,Missouri,1504236,2029675,973358,513857,41541
2021-03-06,Missouri,1552157,2032445,1004113,530814,39153
2021-03-07,Missouri,1600118,2032445,1035633,547105,45816
2021-01-12,Montana,42083,78350,30887,5843,
2021-01-13,Montana,44063,89550,31886,6823,1980
2021-01-14,Montana,46620,98500,39103,,2268
2021-01-15,Montana,49364,98500,41160,8193,2427
2021-01-16,Montana,,,,,2228
2021-01-17,Montana,,,,,2109
2021-01-18,Montana,,,,,2030
2021-01-19,Montana,55893,98500,47209,8671,1973
2021-01-20,Montana,57220,111625,48086,9121,1880
2021-01-21,Montana,60389,112125,50413,9962,1967
2021-01-22,Montana,66348,119500,54453,11878,2426
2021-01-23,Montana,72544,119500,59289,13235,3078
2021-01-24,Montana,76590,119500,62498,14071,3423
2021-01-25,Montana,77356,119500,63224,14111,3299
2021-01-26,Montana,77748,119500,63481,14245,3122
2021-01-27,Montana,81169,133025,65746,15397,3421
2021-01-28,Montana,86213,138725,68032,18149,3689
2021-01-29,Montana,92589,141650,71534,21007,3749
2021-01-30,Montana,99272,141650,75432,23785,3818
2021-01-31,Montana,104525,141650,79584,24885,3991
2021-02-01,Montana,106145,141650,80627,25438,4113
2021-02-02,Montana,107324,141650,81420,25824,4225
2021-02-03,Montana,110374,157275,83875,26345,4172
2021-02-04,Montana,116148,163675,87042,28942,4276
2021-02-05,Montana,122536,163675,91611,30749,4278
2021-02-06,Montana,130883,163675,96394,34207,4516
2021-02-07,Montana,137765,163675,101262,36195,4749
2021-02-08,Montana,139273,163675,102365,36596,4733
2021-02-09,Montana,140124,164650,102903,36907,4686
2021-02-10,Montana,144343,192125,106038,37966,4853
2021-02-11,Montana,149339,192125,109266,39710,4742
2021-02-12,Montana,157695,194325,115415,41895,5023
2021-02-13,Montana,167360,199825,122026,44935,5211
2021-02-14,Montana,176810,199825,127657,48739,5578
2021-02-15,Montana,,,,,5709
2021-02-16,Montana,181665,207250,130926,50311,5934
2021-02-17,Montana,184579,207250,132847,51293,5748
2021-02-18,Montana,190070,208225,136359,53250,5819
2021-02-19,Montana,221225,250795,157930,62657,9076
2021-02-20,Montana,228890,259215,161546,66619,8790
2021-02-21,Montana,237099,259215,165472,70876,8613
2021-02-22,Montana,240814,259215,167797,72256,8797
2021-02-23,Montana,243015,260385,169164,73080,8764
2021-02-24,Montana,246626,301215,170615,75223,8864
2021-02-25,Montana,252295,306415,173329,78135,8889
2021-02-26,Montana,260990,319315,178355,81762,5681
2021-02-27,Montana,271075,341645,183015,87159,6026
2021-02-28,Montana,281422,341645,187865,92632,6332
2021-03-01,Montana,284679,341645,190126,93625,6266
2021-03-02,Montana,286163,342145,190695,94538,6164
2021-03-03,Montana,291572,370485,193790,96839,6421
2021-03-04,Montana,301007,387485,198533,101513,6959
2021-03-05,Montana,312296,404125,204269,107045,7329
2021-03-06,Montana,324102,411145,209655,113254,7575
2021-03-07,Montana,337005,411145,216011,119764,7940
2021-01-12,Nebraska,74439,177375,65924,8459,
2021-01-13,Nebraska,79699,199800,69113,10529,5260
2021-01-14,Nebraska,84920,199800,72079,,5240
2021-01-15,Nebraska,91195,211500,77734,13050,5585
2021-01-16,Nebraska,,,,,4970
2021-01-17,Nebraska,,,,,4601
2021-01-18,Nebraska,,,,,4354
2021-01-19,Nebraska,103689,211500,89054,13860,4179
2021-01-20,Nebraska,106283,237500,91040,14463,3798
2021-01-21,Nebraska,111841,238000,94850,16206,3846
2021-01-22,Nebraska,118450,238100,99571,18086,3894
2021-01-23,Nebraska,124069,238100,103620,19646,4250
2021-01-24,Nebraska,132846,238100,109860,22175,5058
2021-01-25,Nebraska,134033,238100,110672,22547,4781
2021-01-26,Nebraska,135131,238100,111248,23065,4492
2021-01-27,Nebraska,139573,284275,114154,24598,4756
2021-01-28,Nebraska,150019,287400,116769,32380,5454
2021-01-29,Nebraska,158370,288375,120121,37350,5703
2021-01-30,Nebraska,167276,288375,125263,41093,6172
2021-01-31,Nebraska,177711,288375,133002,43712,6409
2021-02-01,Nebraska,180917,288375,134193,45716,6698
2021-02-02,Nebraska,182412,297375,134877,46523,6754
2021-02-03,Nebraska,188285,332525,138354,48889,6959
2021-02-04,Nebraska,195126,344225,141657,52390,6444
2021-02-05,Nebraska,204136,346175,147583,55313,6538
2021-02-06,Nebraska,218405,346375,157139,59985,7304
2021-02-07,Nebraska,230874,346375,163479,66018,7595
2021-02-08,Nebraska,234061,346375,165037,67636,7592
2021-02-09,Nebraska,235298,386775,165853,68056,7555
2021-02-10,Nebraska,241067,398575,169053,70566,7540
2021-02-11,Nebraska,247879,405600,172690,73704,7536
2021-02-12,Nebraska,259906,407500,179502,78835,7967
2021-02-13,Nebraska,273950,407500,188607,83670,7935
2021-02-14,Nebraska,285708,407500,195639,88356,7833
2021-02-15,Nebraska,,,,,7729
2021-02-16,Nebraska,290626,407500,198660,90231,7904
2021-02-17,Nebraska,294904,427000,201138,91998,7691
2021-02-18,Nebraska,305057,427000,206790,96439,8168
2021-02-19,Nebraska,347754,472325,235260,110603,12550
2021-02-20,Nebraska,360582,482975,244045,114580,12376
2021-02-21,Nebraska,372655,482975,252022,118472,12421
2021-02-22,Nebraska,380648,482975,258588,119890,13212
2021-02-23,Nebraska,392756,514970,266231,124196,14590
2021-02-24,Nebraska,405896,539590,271978,131472,15856
2021-02-25,Nebraska,422419,559930,281672,138194,16766
2021-02-26,Nebraska,442310,582930,293945,145699,13508
2021-02-27,Nebraska,443974,603210,294713,146594,11913
2021-02-28,Nebraska,474439,603210,310582,161017,14541
2021-03-01,Nebraska,476315,603210,311629,161830,13667
2021-03-02,Nebraska,484888,604380,317353,164570,13162
2021-03-03,Nebraska,497106,654800,323898,170153,13030
2021-03-04,Nebraska,513497,665870,332695,177640,13011
2021-03-05,Nebraska,535213,709110,344684,187246,13272
2021-03-06,Nebraska,536126,712720,344991,187852,13165
2021-03-07,Nebraska,556061,712720,356330,196265,11660
2021-01-12,Nevada,61653,207150,31320,8761,
2021-01-13,Nevada,61653,207150,31320,8761,0
2021-01-14,Nevada,76844,210075,62370,,7596
2021-01-15,Nevada,83674,211750,67679,15308,7340
2021-01-16,Nevada,,,,,6703
2021-01-17,Nevada,,,,,6321
2021-01-18,Nevada,,,,,6066
2021-01-19,Nevada,102840,211750,85391,16665,5884
2021-01-20,Nevada,107133,276775,89110,17209,6497
2021-01-21,Nevada,115991,278175,95837,19296,5592
2021-01-22,Nevada,126458,281100,105222,20345,6112
2021-01-23,Nevada,137031,286950,115160,20972,6938
2021-01-24,Nevada,152203,286950,129223,22068,8421
2021-01-25,Nevada,159869,286950,136670,22279,8832
2021-01-26,Nevada,164362,338025,140934,22508,8789
2021-01-27,Nevada,174367,338525,149464,23852,9605
2021-01-28,Nevada,194942,339500,167481,26327,11279
2021-01-29,Nevada,210185,339900,179805,29163,11961
2021-01-30,Nevada,224192,368800,191175,31783,12452
2021-01-31,Nevada,241078,368800,205892,33923,12696
2021-02-01,Nevada,248754,368800,211931,35559,12698
2021-02-02,Nevada,253174,417175,214342,37568,12687
2021-02-03,Nevada,279471,417875,236799,41227,15015
2021-02-04,Nevada,291601,424800,244381,45735,13808
2021-02-05,Nevada,304323,425300,252886,49925,13448
2021-02-06,Nevada,322252,427800,264060,56456,14009
2021-02-07,Nevada,334073,427800,269657,62654,13285
2021-02-08,Nevada,346685,427800,278091,66755,13990
2021-02-09,Nevada,351531,510200,282040,67651,14051
2021-02-10,Nevada,366333,521200,291370,73088,12409
2021-02-11,Nevada,379077,533800,299502,77555,12497
2021-02-12,Nevada,394172,533800,308611,83485,12836
2021-02-13,Nevada,411057,533800,318400,90476,12686
2021-02-14,Nevada,428423,534775,327691,98469,13479
2021-02-15,Nevada,,,,,12990
2021-02-16,Nevada,446800,550375,336432,107905,13610
2021-02-17,Nevada,453012,593275,340695,109852,12383
2021-02-18,Nevada,466981,593275,346585,117870,12558
2021-02-19,Nevada,522332,645250,380921,138633,18309
2021-02-20,Nevada,555742,646450,393813,157477,20669
2021-02-21,Nevada,569810,646450,400079,165269,20198
2021-02-22,Nevada,586518,646450,405633,176341,21272
2021-02-23,Nevada,598423,719880,410093,183594,21660
2021-02-24,Nevada,606821,742630,414262,187809,21973
2021-02-25,Nevada,622189,809180,423010,194377,22173
2021-02-26,Nevada,642562,858340,432134,205500,17176
2021-02-27,Nevada,665577,867240,442140,218299,15691
2021-02-28,Nevada,685692,867240,452515,227816,16555
2021-03-01,Nevada,715121,867240,463388,240683,18372
2021-03-02,Nevada,723182,883370,467471,244622,17823
2021-03-03,Nevada,733953,958450,473373,249472,18162
2021-03-04,Nevada,750160,984300,483286,255738,18282
2021-03-05,Nevada,773285,1018580,498485,263586,18675
2021-03-06,Nevada,800030,1033680,514395,274394,19208
2021-03-07,Nevada,829262,1033680,532659,285336,20510
2021-01-12,New Hampshire,50613,122350,11615,5,
2021-01-13,New Hampshire,55218,124300,12722,9,4605
2021-01-14,New Hampshire,58711,127225,53780,,4049
2021-01-15,New Hampshire,62517,127225,56797,5700,3968
2021-01-16,New Hampshire,,,,,3541
2021-01-17,New Hampshire,,,,,3285
2021-01-18,New Hampshire,,,,,3114
2021-01-19,New Hampshire,71556,127225,64402,7120,2992
2021-01-20,New Hampshire,75418,145400,67366,8013,2886
2021-01-21,New Hampshire,80639,155150,70281,10319,3133
2021-01-22,New Hampshire,85595,162950,72979,12575,3297
2021-01-23,New Hampshire,89816,162950,76609,13166,3577
2021-01-24,New Hampshire,93338,162950,79942,13355,3757
2021-01-25,New Hampshire,94623,162950,80674,13907,3618
2021-01-26,New Hampshire,97002,180525,81417,15542,3635
2021-01-27,New Hampshire,103080,190875,84813,18224,3952
2021-01-28,New Hampshire,110451,200625,88624,21781,4259
2021-01-29,New Hampshire,117408,203550,92305,25055,4545
2021-01-30,New Hampshire,123740,217100,96148,27544,4846
2021-01-31,New Hampshire,128313,217100,98524,29736,4996
2021-02-01,New Hampshire,130515,217100,100041,30421,5127
2021-02-02,New Hampshire,135799,226850,103364,32381,5542
2021-02-03,New Hampshire,138271,235250,104042,34130,5027
2021-02-04,New Hampshire,145086,244025,108112,36868,4948
2021-02-05,New Hampshire,153145,245000,112544,40489,5105
2021-02-06,New Hampshire,161178,257700,116523,43888,5348
2021-02-07,New Hampshire,165887,257700,119552,45567,5368
2021-02-08,New Hampshire,166603,257700,119763,46071,5155
2021-02-09,New Hampshire,168727,267450,121201,47409,4704
2021-02-10,New Hampshire,176192,277225,125466,50602,5417
2021-02-11,New Hampshire,184103,298075,130806,53145,5574
2021-02-12,New Hampshire,191114,298175,135257,55696,5424
2021-02-13,New Hampshire,200675,311875,141108,59402,5642
2021-02-14,New Hampshire,208541,311875,146718,61658,6093
2021-02-15,New Hampshire,,,,,6570
2021-02-16,New Hampshire,216649,321625,151248,65235,6846
2021-02-17,New Hampshire,218316,321625,152041,66108,6018
2021-02-18,New Hampshire,226863,321625,157078,69617,6109
2021-02-19,New Hampshire,241386,328525,166491,74721,7182
2021-02-20,New Hampshire,250296,328525,171758,78361,7089
2021-02-21,New Hampshire,260809,328525,179139,81490,7467
2021-02-22,New Hampshire,267893,328525,184739,82957,7900
2021-02-23,New Hampshire,274267,344165,190064,84000,8231
2021-02-24,New Hampshire,282235,383145,195615,86410,9131
2021-02-25,New Hampshire,291248,396375,202003,89032,9198
2021-02-26,New Hampshire,299874,398575,207668,91988,8355
2021-02-27,New Hampshire,310769,412275,216026,94510,8639
2021-02-28,New Hampshire,321602,412275,224897,96465,8685
2021-03-01,New Hampshire,324806,412275,227837,96729,8130
2021-03-02,New Hampshire,330538,437345,232732,97565,8039
2021-03-03,New Hampshire,339484,454845,239451,99785,8178
2021-03-04,New Hampshire,349825,466775,246784,102788,8368
2021-03-05,New Hampshire,358497,482575,252787,105441,8375
2021-03-06,New Hampshire,371111,496675,260808,110025,8620
2021-03-07,New Hampshire,382103,496675,269235,112579,8643
2021-01-12,New Jersey,221045,654900,206737,14306,
2021-01-13,New Jersey,262982,654900,236053,26926,41937
2021-01-14,New Jersey,263422,658800,235152,,21188
2021-01-15,New Jersey,317070,658800,278956,36741,32008
2021-01-16,New Jersey,,,,,29199
2021-01-17,New Jersey,,,,,27513
2021-01-18,New Jersey,,,,,26389
2021-01-19,New Jersey,400148,658800,354653,43879,25586
2021-01-20,New Jersey,432220,898550,381159,49420,24177
2021-01-21,New Jersey,432220,923300,381159,49420,24114
2021-01-22,New Jersey,464363,951875,406494,56213,21042
2021-01-23,New Jersey,500889,989900,437711,61506,23293
2021-01-24,New Jersey,535625,989900,468760,65164,25288
2021-01-25,New Jersey,563141,989900,492061,69374,26252
2021-01-26,New Jersey,575733,1091400,501812,72212,25084
2021-01-27,New Jersey,611862,1207100,530412,79648,25663
2021-01-28,New Jersey,648215,1230550,558156,88198,30856
2021-01-29,New Jersey,727426,1231525,616618,108740,37580
2021-01-30,New Jersey,768944,1232525,649035,117791,38294
2021-01-31,New Jersey,795440,1232525,670153,123147,37116
2021-02-01,New Jersey,810293,1232525,680591,127552,35307
2021-02-02,New Jersey,836584,1235350,697318,137096,37264
2021-02-03,New Jersey,851721,1252250,703957,145570,34266
2021-02-04,New Jersey,851721,1433750,703957,145570,29072
2021-02-05,New Jersey,884736,1435750,724879,157642,22473
2021-02-06,New Jersey,1041289,1480825,791011,199040,38906
2021-02-07,New Jersey,1074805,1480825,812914,210601,39909
2021-02-08,New Jersey,1094886,1480825,822080,221465,40656
2021-02-09,New Jersey,1096789,1480825,851190,240470,37172
2021-02-10,New Jersey,1148733,1688975,883576,259944,42430
2021-02-11,New Jersey,1196677,1770250,911345,280021,49279
2021-02-12,New Jersey,1252742,1773525,941794,305518,52572
2021-02-13,New Jersey,1309703,1775575,971241,332888,38345
2021-02-14,New Jersey,1349327,1776775,992728,350955,39217
2021-02-15,New Jersey,,,,,41921
2021-02-16,New Jersey,1427336,1790200,1037920,383659,47221
2021-02-17,New Jersey,1480413,1790200,1067242,407180,47383
2021-02-18,New Jersey,1542174,1790200,1103016,433066,49357
2021-02-19,New Jersey,1604448,1809900,1139254,458928,50244
2021-02-20,New Jersey,1648599,1809900,1157271,484965,48414
2021-02-21,New Jersey,1689031,1917150,1172226,510377,48529
2021-02-22,New Jersey,1711610,1917150,1183501,521674,46183
2021-02-23,New Jersey,1759059,2114690,1205639,546919,47389
2021-02-24,New Jersey,1803596,2297580,1227971,569056,46169
2021-02-25,New Jersey,1866378,2476620,1258929,600777,46315
2021-02-26,New Jersey,1943116,2479720,1296818,639428,48381
2021-02-27,New Jersey,2008524,2508320,1332778,668746,51418
2021-02-28,New Jersey,2065666,2508320,1369258,689303,53805
2021-03-01,New Jersey,2096498,2508320,1392863,696473,54984
2021-03-02,New Jersey,2187330,2618060,1454983,725092,61182
2021-03-03,New Jersey,2249861,2780910,1497304,745182,63752
2021-03-04,New Jersey,2325257,2783610,1550894,766848,65554
2021-03-05,New Jersey,2403077,2938890,1600923,794448,65709
2021-03-06,New Jersey,2478696,3070400,1649599,821146,67167
2021-03-07,New Jersey,2534361,3070400,1684563,841457,66956
2021-01-12,New Mexico,78235,177075,43344,11335,
2021-01-13,New Mexico,81855,199525,45873,12426,3620
2021-01-14,New Mexico,89415,204750,73428,,5590
2021-01-15,New Mexico,99305,204750,80172,18711,7023
2021-01-16,New Mexico,,,,,7695
2021-01-17,New Mexico,,,,,8098
2021-01-18,New Mexico,,,,,8367
2021-01-19,New Mexico,138150,204750,112450,23236,8559
2021-01-20,New Mexico,143302,225850,116128,24706,8778
2021-01-21,New Mexico,152465,237725,122956,27014,9007
2021-01-22,New Mexico,162045,248300,130211,29278,8963
2021-01-23,New Mexico,184698,257075,148964,33133,10812
2021-01-24,New Mexico,200141,257075,162636,34878,11630
2021-01-25,New Mexico,204670,257075,166530,35507,10890
2021-01-26,New Mexico,210136,270725,171579,35823,10284
2021-01-27,New Mexico,217075,303625,176038,38292,10539
2021-01-28,New Mexico,224692,314750,180272,41669,10318
2021-01-29,New Mexico,238755,317800,189082,46878,10959
2021-01-30,New Mexico,248321,317900,195327,50153,9089
